complex-name,gb-complex-etot,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg
1e4h,-15688.492,-32378.5927,-5981.5957,93.2745,-15680.2451,-32381.6944,-5979.9618,94.0468,-13.2372,1.4324,-7.3891,1.6618,-42602.7371,-4397.9095,-32378.5927,-5919.5095,93.2745,-42576.777,-4364.7045,-32381.6944,-5924.4249,94.0468,-6.1626,-1.2027,1.4324,-8.0541,1.6618,-1.277652884
1e5j,-11292.5294,-16134.0612,-10050.8011,56.4044,-11394.2859,-15725.9631,-10109.1591,56.7325,53.7161,-317.2154,-85.4871,4.5939,-29161.3676,-3148.3982,-16134.0612,-9935.3126,56.4044,-28788.6659,-3086.6186,-15725.9631,-10032.8167,56.7325,-428.0885,-13.9502,-317.2154,-101.5168,4.5939,-0.831776617
1e6q,-36388.933,-69441.6409,-12128.2191,167.917,-36389.3833,-68985.8145,-12481.2738,168.3242,-0.5608,-16.6472,-89.2912,1.7483,-87513.9671,-6209.9301,-69441.6409,-12030.3131,167.917,-87378.9394,-6180.4951,-68985.8145,-12380.9539,168.3242,-109.8793,-1.8778,-16.6472,-93.1026,1.7483,-0.688441472
1e6s,-36303.8492,-69142.4352,-12453.9541,168.1856,-36337.159,-68920.779,-12495.5094,168.5633,22.689,-157.389,-35.444,1.7336,-89042.5851,-7718.2757,-69142.4352,-12350.0598,168.1856,-88833.9207,-7690.8119,-68920.779,-12390.893,168.5633,-199.1532,-1.9123,-157.389,-41.5855,1.7336,-0.701628816
1eb2,-6627.0573,-15631.2258,-2217.4825,46.0557,-6555.7665,-15585.3664,-2139.8916,46.5591,-84.968,-51.3548,-90.3451,4.069,-14936.6153,2870.8477,-15631.2258,-2222.2928,46.0557,-14748.6806,2932.568,-15585.3664,-2142.4414,46.5591,-142.5192,-4.7355,-51.3548,-90.4979,4.069,-1.076054849
1ec9,-66195.3119,-120388.4918,-20831.6137,270.6652,-66306.5163,-120534.96,-20582.6572,270.8898,14.3757,-88.0519,-113.1864,1.6967,-158889.3359,-18261.2958,-120388.4918,-20510.2135,270.6652,-158764.4825,-18240.6313,-120534.96,-20259.781,270.8898,-202.9223,-1.2662,-88.0519,-115.3008,1.6967,-0.678841267
1ecq,-66055.7158,-120707.3951,-20531.5804,272.5782,-66119.778,-121218.3905,-19845.2674,272.8069,-59.9045,-71.733,-229.5164,1.7363,-158770.9288,-18154.3145,-120707.3951,-20181.7975,272.5782,-158610.9629,-18135.9561,-121218.3905,-19529.4232,272.8069,-297.9227,0.1991,-71.733,-228.1251,1.7363,-0.659167373
1ecv,-12575.2109,-21332.643,-4112.78,65.7277,-12515.5143,-21107.1884,-4186.3025,66.1748,-80.8244,25.8518,-201.3395,1.981,-28318.2961,-2986.9216,-21332.643,-4064.4593,65.7277,-28120.9069,-2956.5439,-21107.1884,-4123.3493,66.1748,-168.0919,1.532,25.8518,-197.4567,1.981,-0.947387223
1efy,-13088.3853,-26121.9033,-3810.0498,80.0643,-13014.8839,-26096.267,-3828.7308,80.9285,-84.3311,0.4407,-21.6306,2.5407,-33159.1069,-3366.0505,-26121.9033,-3751.2175,80.0643,-33114.3611,-3327.4209,-26096.267,-3771.6018,80.9285,-17.9255,-0.018,0.4407,-20.8889,2.5407,-1.263942125
1egh,-34806.1461,-63071.2951,-8151.7777,152.8566,-34619.6661,-63048.7977,-8013.2242,153.0935,-255.3311,-123.7072,-107.8714,1.4397,-80383.5493,-9398.2904,-63071.2951,-8066.8204,152.8566,-80212.7626,-9383.9482,-63048.7977,-7933.1101,153.0935,-226.595,-0.1521,-123.7072,-104.1754,1.4397,-1.044279705
1ejn,-8443.0783,-15502.3002,-2320.5071,53.6677,-8284.6807,-15622.2041,-2321.1617,54.36,-195.1502,147.2579,-67.3272,3.183,-15896.2179,1871.145,-15502.3002,-2318.7303,53.6677,-15959.7587,1929.2013,-15622.2041,-2321.116,54.36,79.4311,-3.7613,147.2579,-67.2485,3.183,-1.035798998
1ela,-9246.7329,-15936.9821,-1942.0018,52.1396,-9248.5357,-15743.3419,-1925.5737,52.7571,-17.5523,-139.7852,-94.061,3.8052,-16881.617,948.8619,-15936.9821,-1945.6363,52.1396,-16611.4722,1010.2327,-15743.3419,-1931.1201,52.7571,-237.6952,-8.4225,-139.7852,-93.2927,3.8052,-1.110017026
1elb,-9294.0011,-15976.4997,-2002.0988,52.1957,-9304.8224,-15804.8364,-1965.1613,52.7106,-27.3447,-160.9154,-89.9946,3.6282,-16861.6952,1068.3914,-15976.4997,-2005.7826,52.1957,-16598.7003,1125.6108,-15804.8364,-1972.1852,52.7106,-258.164,-12.4671,-160.9154,-88.4097,3.6282,-1.180267414
1elc,-9203.4314,-15886.7948,-1999.9914,52.468,-9240.9005,-15745.8103,-1962.2157,53.3639,-24.4095,-145.5312,-100.3172,4.3139,-16896.8179,942.6183,-15886.7948,-2005.1094,52.468,-16645.9701,1017.5137,-15745.8103,-1971.0375,53.3639,-249.3195,-8.9176,-145.5312,-99.1845,4.3139,-1.137671691
1eld,-9208.4758,-15925.3621,-1951.6078,52.3572,-9229.1642,-15736.7175,-1960.0685,52.9578,3.0478,-171.6943,-30.1809,3.4501,-16905.9644,930.1306,-15925.3621,-1963.0901,52.3572,-16667.7782,986.0918,-15736.7175,-1970.1103,52.9578,-207.7334,-8.4863,-171.6943,-31.0029,3.4501,-1.141264516
1ele,-9256.8962,-16057.453,-1930.5907,52.301,-9285.3792,-15860.0318,-1947.2938,53.069,8.2532,-179.176,-25.8763,3.3365,-16844.5963,1102.7658,-16057.453,-1942.2101,52.301,-16612.5976,1151.4409,-15860.0318,-1957.0756,53.069,-206.809,-4.6991,-179.176,-26.2704,3.3365,-1.154549191
1elr,-6215.245,-10565.7092,-2395.9679,39.8316,-5868.4602,-9539.3754,-2608.605,39.7445,-338.4424,-427.9058,-382.5483,5.1869,-14231.273,-1351.3436,-10565.7092,-2354.0518,39.8316,-13353.2615,-1286.4485,-9539.3754,-2567.1821,39.7445,-815.969,-15.0415,-427.9058,-378.2086,5.1869,-0.960843444
1eoc,-18995.3092,-29727.7638,-4316.2568,90.182,-19022.3572,-29680.5163,-4352.8205,90.6212,-23.1156,-43.6685,-19.1319,1.514,-38138.0846,-4228.9163,-29727.7638,-4271.5866,90.182,-38098.7117,-4206.4608,-29680.5163,-4302.3557,90.6212,-63.1201,0.2112,-43.6685,-21.1768,1.514,-1.080034963
1epo,-8335.923,-19969.5108,-5056.2265,65.2062,-8351.1743,-19633.9567,-5185.1555,67.0825,-53.3666,-226.933,-55.0532,4.867,-26861.4634,-2017.8412,-19969.5108,-4939.3176,65.2062,-26660.8358,-1925.5103,-19633.9567,-5168.4511,67.0825,-296.4684,-16.8043,-226.933,-57.5981,4.867,-1.2446574
1erb,-7790.5142,-12459.0166,-2181.803,46.639,-7750.7514,-12478.8781,-2207.3105,47.965,-64.8979,26.3442,-10.9809,3.5448,-13796.0194,793.3197,-12459.0166,-2176.9615,46.639,-13781.1412,853.2567,-12478.8781,-2203.4848,47.965,19.5603,1.8312,26.3442,-12.1599,3.5448,-1.255118437
1ew8,-31752.0113,-63109.2912,-10293.0291,135.6371,-31458.624,-63843.5293,-9948.3868,135.7954,-442.5005,348.3146,-109.3398,1.3495,-78362.3961,-5490.5898,-63109.2912,-9898.1522,135.6371,-78798.2612,-5488.3124,-63843.5293,-9602.2149,135.7954,242.3115,-0.2741,348.3146,-107.0784,1.3495,-0.489218888
1ew9,-31472.3471,-64012.0435,-9687.5831,135.168,-31357.6622,-64047.0877,-9693.3176,135.2404,-190.2398,3.2232,-39.3373,1.2654,-78728.1391,-5519.9343,-64012.0435,-9331.3293,135.168,-78763.9665,-5507.6727,-64047.0877,-9344.4466,135.2404,-33.1039,-0.0316,3.2232,-37.5609,1.2654,-0.701628816
1ex8,-8360.9596,-9260.4783,-1883.8057,40.5372,-6787.617,-10646.2617,-1923.4851,42.097,-1623.9228,1508.4357,-139.9273,4.8144,-12612.353,-1514.7318,-9260.4783,-1877.68,40.5372,-13960.799,-1441.737,-10646.2617,-1914.8973,42.097,1358.5777,-4.4398,1508.4357,-150.2325,4.8144,-1.107180142
1ez9,-12416.2614,-28779.5339,-4329.6793,77.9506,-12519.7603,-28346.9208,-4343.2964,78.3566,78.0986,-369.4299,-79.6288,4.2563,-36593.9899,-3631.8197,-28779.5339,-4260.5869,77.9506,-36102.6346,-3566.8101,-28346.9208,-4267.2603,78.3566,-473.2563,-13.1429,-369.4299,-94.9398,4.2563,-0.977544324
1ezq,-11260.7372,-19215.4437,-3827.3373,68.2409,-11194.3795,-19156.8262,-3869.9343,69.2258,-102.1967,-19.5057,-37.6018,4.263,-19004.3659,3952.3843,-19215.4437,-3809.5474,68.2409,-18922.0133,4025.0714,-19156.8262,-3859.4842,69.2258,-60.8678,-5.9455,-19.5057,-39.6797,4.263,-1.321658855
1f0r,-11399.2654,-19543.1623,-3813.0058,68.3082,-11243.485,-19336.824,-3791.9905,69.2203,-170.7482,-160.982,-85.8141,3.5626,-19332.1436,3931.2152,-19543.1623,-3788.5048,68.3082,-19050.0944,3991.2228,-19336.824,-3773.7134,69.2203,-249.0627,-6.7378,-160.982,-84.9054,3.5626,-1.22160719
1f0s,-11362.325,-19613.6518,-3729.3904,68.7333,-11235.7516,-19348.222,-3749.9389,69.5701,-147.3794,-188.2235,-81.6898,3.3892,-19288.0782,3965.4545,-19613.6518,-3708.6142,68.7333,-18982.6249,4025.8123,-19348.222,-3729.7853,69.5701,-271.8777,-6.5748,-188.2235,-80.4687,3.3892,-1.227841013
1f0t,-6795.6501,-15657.5327,-2288.6855,45.7082,-6580.4759,-15572.8866,-2195.0256,46.0966,-236.5586,-104.8757,-98.6452,3.4422,-15045.6213,2852.605,-15657.5327,-2286.4018,45.7082,-14815.1377,2907.4069,-15572.8866,-2195.7546,46.0966,-205.6296,-6.683,-104.8757,-97.5131,3.4422,-1.075055682
1f0u,-6665.3917,-15685.4303,-2126.1223,46.2573,-6609.8048,-15633.4973,-2172.3159,46.6647,-102.8618,-20.1242,-37.5173,4.2199,-14898.3755,2864.0918,-15685.4303,-2123.2943,46.2573,-14835.1458,2925.9838,-15633.4973,-2174.2969,46.6647,-61.3028,-5.9631,-20.1242,-39.4353,4.2199,-1.181105989
1f3e,-15409.0711,-24689.63,-3821.5192,74.122,-15309.1424,-24750.343,-3805.411,74.8453,-170.3218,168.7659,-197.1128,1.8356,-32146.182,-3731.1896,-24689.63,-3799.4844,74.122,-32158.6736,-3700.4092,-24750.343,-3782.7667,74.8453,-25.6233,0.0039,168.7659,-196.2286,1.8356,-1.141264516
1f4e,-21174.2863,-35976.1644,-7348.0822,105.2985,-21153.2274,-35910.7794,-7185.6657,106.0595,-59.4994,-184.9692,-84.4259,2.3923,-48546.5913,-5407.8816,-35976.1644,-7267.8438,105.2985,-48292.2372,-5372.4289,-35910.7794,-7115.0883,106.0595,-268.8207,-3.8189,-184.9692,-82.4249,2.3923,-0.651113561
1f4f,-21180.2941,-35187.9131,-7906.228,100.9731,-21036.8356,-35309.8466,-7252.8318,102.186,-224.3654,-255.0344,-361.8198,3.2718,-48342.5739,-5418.1114,-35187.9131,-7837.5225,100.9731,-47755.0126,-5363.7699,-35309.8466,-7183.5822,102.186,-612.5082,-7.187,-255.0344,-353.5585,3.2718,-0.918236823
1f4g,-21105.0673,-35439.6175,-7264.3089,102.1696,-21019.511,-35087.4884,-7323.5989,103.8027,-143.7387,-281.2027,-75.3025,3.8505,-47912.2545,-5378.6819,-35439.6175,-7196.1248,102.1696,-47554.3518,-5314.1195,-35087.4884,-7256.5467,103.8027,-357.3042,-7.6824,-281.2027,-72.2696,3.8505,-1.121232306
1f4x,-14252.7465,-29557.1929,-3593.2799,93.2782,-14256.0956,-29400.4954,-3604.1635,93.6111,-3.5298,-120.9361,-34.7743,2.6846,-33530.7827,-425.7033,-29557.1929,-3641.1646,93.2781,-33349.4244,-388.1256,-29400.4954,-3654.4145,93.6111,-160.6154,-4.4891,-120.9361,-37.8748,2.6846,-1.032587572
1f57,-10723.5641,-21889.4289,-2764.659,60.7423,-10746.6199,-21608.5828,-2836.7342,61.1131,-9.0947,-196.3473,-46.3293,1.3844,-26898.6008,-2340.2026,-21889.4289,-2729.7116,60.7423,-26672.4558,-2321.046,-21608.5828,-2803.9401,61.1131,-239.7177,-0.7107,-196.3473,-44.0442,1.3844,-1.037930439
1f5k,-8342.3441,-15558.9849,-2385.7448,54.3547,-8273.5665,-15600.4862,-2348.5824,54.7261,-71.1858,57.2787,-57.2908,1.5714,-16762.1538,1127.3961,-15558.9849,-2384.9196,54.3547,-16743.2788,1150.0729,-15600.4862,-2347.5917,54.7261,1.8739,-0.1795,57.2787,-56.7967,1.5714,-0.791451367
1f5l,-8413.6578,-15221.2301,-2237.5497,51.9153,-8207.8633,-15472.0459,-2191.1208,52.3231,-223.0623,251.3392,-66.7196,2.0917,-15530.0837,1873.2816,-15221.2301,-2234.0505,51.9153,-15702.1441,1906.9104,-15472.0459,-2189.3317,52.3231,189.3026,0.2427,251.3392,-64.371,2.0917,-0.998355659
1f73,-41770.8233,-90875.692,-9588.8049,197.5427,-41704.5908,-90599.2755,-9566.9985,197.9829,-63.1828,-180.2674,-117.9549,2.6088,-112059.4004,-11962.8709,-90875.692,-9418.3802,197.5427,-111729.6882,-11928.6737,-90599.2755,-9399.7219,197.9829,-301.4155,-2.8509,-180.2674,-120.906,2.6088,-0.52277602
1f74,-42113.1551,-91769.2797,-9947.7119,198.4043,-42081.058,-91590.6461,-9912.5328,198.7607,-31.3621,-100.1228,-115.9198,2.6084,-113480.5561,-12162.6906,-91769.2797,-9746.99,198.4043,-113234.4221,-12129.4133,-91590.6461,-9713.1234,198.7607,-216.6095,-2.1921,-100.1228,-116.9029,2.6084,-0.669084954
1f8b,-61124.2654,-107537.5611,-12438.4744,223.707,-61089.6669,-107404.0423,-12342.3617,224.4393,-54.3782,-141.8923,-110.6995,2.4482,-107468.9794,12108.0389,-107537.5611,-12263.1642,223.707,-107232.6796,12139.6586,-107404.0423,-12192.7352,224.4393,-256.581,-3.7179,-141.8923,-113.419,2.4482,-1.011839372
1f8c,-61356.3458,-109687.6542,-10768.0323,218.3216,-61257.2296,-109351.3266,-10844.3185,219.0324,-88.0705,-160.7807,-91.4058,2.48,-108314.6326,11709.6738,-109687.6542,-10554.9738,218.3216,-108018.8412,11751.1662,-109351.3266,-10637.7132,219.0324,-254.6273,-4.9885,-160.7807,-91.338,2.48,-1.200888
1f8d,-61180.0907,-107891.88,-12149.3684,223.358,-61184.6193,-107643.0537,-12219.2899,224.1374,-14.8189,-156.31,-45.2352,2.5134,-107558.4833,12080.526,-107891.88,-11970.4872,223.358,-107352.3366,12119.9255,-107643.0537,-12053.3457,224.1374,-207.2541,-5.1347,-156.31,-48.3228,2.5134,-0.734265259
1f8e,-61306.7651,-108264.4068,-11899.9899,223.9926,-61190.2017,-107740.6188,-12092.8547,224.782,-116.4526,-182.6013,-151.5434,2.5428,-107727.739,12057.0494,-108264.4068,-11744.3742,223.9926,-107359.1397,12104.3089,-107740.6188,-11947.6118,224.782,-334.5819,-6.289,-182.6013,-148.2345,2.5428,-0.943664357
1fao,-4785.3065,-6684.9493,-1911.6013,31.3572,-4022.7099,-6373.4061,-1918.2301,31.5592,-866.0252,-241.3352,-170.0764,2.8666,-8671.655,-138.934,-6684.9493,-1879.1288,31.3572,-8346.9979,-110.7121,-6373.4061,-1894.4389,31.5592,-412.2646,-5.4469,-241.3352,-168.349,2.8666,-1.198450624
1fch,-13127.5696,-20507.6747,-4083.1296,67.9645,-12950.4368,-19621.5875,-4306.2541,69.1629,-222.9882,-492.0981,-223.2088,5.2904,-27647.2657,-3145.8468,-20507.6747,-4061.7087,67.9645,-26890.0471,-3052.8075,-19621.5875,-4284.815,69.1629,-722.7527,-16.3772,-492.0981,-219.5677,5.2904,-1.180267414
1fcx,-9514.6296,-16099.5251,-2646.2139,56.0799,-9442.4699,-15971.1523,-2640.2508,57.1282,-81.046,-63.0045,-84.668,3.4019,-21026.708,-2360.2932,-16099.5251,-2622.9697,56.0799,-20814.2856,-2287.253,-15971.1523,-2613.0084,57.1282,-148.1604,-3.391,-63.0045,-85.1668,3.4019,-1.183614703
1fcy,-9498.0006,-16262.2004,-2594.1189,55.8633,-9443.4256,-16129.1691,-2594.8893,56.905,-61.5531,-62.7625,-80.8886,3.3704,-21143.2995,-2362.762,-16262.2004,-2574.2003,55.8633,-20930.6917,-2291.0303,-16129.1691,-2567.3973,56.905,-142.2414,-2.9843,-62.7625,-79.865,3.3704,-1.285449805
1fcz,-9533.447,-16126.1242,-2622.2835,55.9975,-9469.0166,-16008.6588,-2620.4554,56.9771,-75.6328,-53.2046,-81.5699,3.2989,-21024.0519,-2353.9098,-16126.1242,-2600.0154,55.9975,-20825.1959,-2285.5064,-16008.6588,-2588.0079,56.9771,-131.5273,-1.3859,-53.2046,-80.2357,3.2989,-1.332825023
1fd0,-9505.5554,-16199.036,-2567.182,56.1239,-9465.105,-16057.9164,-2565.6089,57.1503,-51.0733,-70.1615,-87.5971,3.4164,-21048.1201,-2356.3857,-16199.036,-2548.8223,56.1239,-20830.789,-2288.9157,-16057.9164,-2541.1073,57.1503,-152.8252,1.0813,-70.1615,-87.1615,3.4164,-1.276939024
1fh7,-11671.1672,-23088.6501,-2758.3036,57.9004,-11720.6321,-22707.7438,-2936.4122,58.3792,45.941,-115.4773,-93.6513,2.3283,-27320.6041,-1572.4693,-23088.6501,-2717.3852,57.9004,-27073.2284,-1530.0385,-22707.7438,-2893.8252,58.3792,-214.6967,-3.7788,-115.4773,-97.7688,2.3283,-0.993792899
1fh8,-11712.0225,-22976.7023,-2834.7146,58.2223,-11729.2494,-22598.5283,-3037.946,58.7056,22.7234,-80.3484,-91.8526,2.2716,-27294.2488,-1582.6541,-22976.7023,-2793.1147,58.2223,-27072.9181,-1539.6454,-22598.5283,-2993.45,58.7056,-176.8593,-3.2913,-80.3484,-95.4912,2.2716,-1.158042651
1fh9,-11652.8273,-22941.1285,-2915.5951,57.9485,-11705.8226,-22699.1427,-2942.781,58.462,33.0628,-190.5049,-47.1291,2.388,-27294.2415,-1567.2916,-22941.1285,-2843.7699,57.9485,-27052.932,-1528.9063,-22699.1427,-2883.3449,58.462,-246.2441,-3.8015,-190.5049,-54.3256,2.388,-1.116584723
1fhd,-11700.5882,-23087.8833,-2709.0351,57.6267,-11712.5216,-22711.6628,-2912.0267,58.1826,13.7005,-85.0299,-89.5153,2.5273,-27264.1633,-1568.7809,-23087.8833,-2665.1257,57.6267,-27050.6372,-1529.7782,-22711.6628,-2867.3788,58.1826,-181.9303,-4.0792,-85.0299,-95.3485,2.5273,-1.151915683
1fiv,-10985.4232,-16333.5257,-2158.7197,52.023,-10862.447,-15836.7049,-2272.6629,54.9147,-259.1544,-390.1123,-138.0436,6.2084,-20581.2072,-2198.6172,-16333.5257,-2101.0873,52.023,-20125.4506,-2097.4249,-15836.7049,-2246.2354,54.9147,-546.2076,-21.7616,-390.1123,-140.5421,6.2084,-1.131332009
1fjs,-11233.2615,-19494.1803,-3733.1467,65.9613,-11103.3133,-19380.0938,-3719.6131,66.6731,-154.1892,-1.1959,-155.6541,4.2771,-25712.5856,-2589.2946,-19494.1803,-3695.072,65.9613,-25513.3246,-2523.1547,-19380.0938,-3676.7492,66.6731,-160.2924,-8.4957,-1.1959,-154.8779,4.2771,-1.379146243
1fkb,-4162.9496,-7635.838,-1204.573,32.187,-4202.1548,-7578.747,-1213.9091,31.551,26.7824,-23.0464,-42.1089,5.6137,-9818.6796,-1022.431,-7635.838,-1192.5975,32.187,-9676.497,-926.7385,-7578.747,-1202.5624,31.551,-95.5864,-32.2667,-23.0464,-45.887,5.6137,-1.363275531
1fkf,-4113.8509,-7663.3313,-1141.3318,30.5848,-4157.9667,-7612.928,-1152.5866,30.0433,27.4647,-23.4232,-37.0721,5.2372,-9790.2276,-1025.8604,-7663.3313,-1131.6206,30.5848,-9662.5183,-939.4306,-7612.928,-1140.2031,30.0433,-84.5125,-25.5508,-23.4232,-40.7757,5.2372,-1.344425814
1fkg,-4169.2353,-7862.678,-1049.1834,30.6175,-4229.0221,-7778.4218,-1065.429,30.9768,48.4354,-65.2991,-18.0991,3.6768,-9869.6647,-1000.7867,-7862.678,-1036.8175,30.6175,-9740.5591,-939.3708,-7778.4218,-1053.7433,30.9768,-90.9766,-10.7657,-65.2991,-18.5887,3.6768,-1.247664925
1fkh,-4185.9115,-7816.4729,-1133.0297,30.5997,-4249.6692,-7740.1833,-1149.7945,31.0012,50.6401,-60.5409,-16.3175,3.8145,-9873.893,-970.5297,-7816.4729,-1117.4901,30.5997,-9758.1992,-913.6762,-7740.1833,-1135.341,31.0012,-82.7948,-9.4105,-60.5409,-16.6578,3.8145,-1.258810756
1fki,-8369.4161,-15648.3784,-2114.7153,57.1781,-8409.4668,-15556.7893,-2128.9513,57.6128,26.5116,-74.8012,-19.8864,3.3608,-19609.9572,-1928.0025,-15648.3784,-2090.7545,57.1781,-19473.9787,-1868.8729,-15556.7893,-2105.9294,57.6128,-101.3372,-10.9418,-74.8012,-18.9549,3.3608,-1.167546089
1fkn,-14232.8509,-26674.7894,-4796.0266,77.5368,-14037.4245,-26114.834,-4473.7091,79.0601,-282.5977,-659.345,-318.0158,6.3935,20312.6282,51685.6991,-26674.7894,-4775.8183,77.5368,21306.7473,51805.8552,-26114.834,-4463.3339,79.0601,-994.0155,-25.6389,-659.345,-315.4251,6.3935,-1.304851033
1fkw,-13417.176,-25957.285,-3721.47,67.0127,-13531.4383,-25873.8644,-3908.0115,67.6468,-74.6345,-52.319,-36.2585,2.1676,-33054.4775,-3566.9933,-25957.285,-3597.2119,67.0127,-33117.8272,-3526.686,-25873.8644,-3784.9236,67.6468,-91.6195,-2.9902,-52.319,-38.4778,2.1676,-0.971632946
1fl3,-14181.4808,-28463.6855,-4037.7186,95.2955,-14071.0209,-28348.7433,-4129.37,96.3134,-145.8595,33.0322,-95.8302,3.0896,-32802.6927,-347.4358,-28463.6855,-4086.8669,95.2955,-32735.0323,-298.6163,-28348.7433,-4183.9861,96.3134,-59.5235,-1.0239,33.0322,-94.6214,3.0896,-1.150153567
1flr,-15679.9448,-30794.9887,-3740.151,95.8074,-15508.8619,-30709.9266,-3815.5282,96.9538,-184.6509,60.2798,-87.3621,2.6829,-34284.6983,176.039,-30794.9887,-3761.556,95.8074,-34224.6146,224.6917,-30709.9266,-3836.3334,96.9538,-28.031,-4.6386,60.2798,-86.3551,2.6829,-1.381551056
1fm9,-19948.4391,-37465.4189,-6024.7926,116.4415,-19889.5959,-37404.9835,-5971.7741,118.3179,-84.585,-53.8183,-91.7789,4.525,-48355.9296,-5048.0533,-37465.4189,-5958.899,116.4415,-48156.4161,-4959.591,-37404.9835,-5910.1596,118.3179,-144.9487,-4.1607,-53.8183,-91.4947,4.525,-1.318334746
1fpc,-10068.3125,-15775.4739,-3609.7591,58.8217,-9865.638,-15694.4415,-3629.6666,59.1493,-227.298,-3.7259,-86.3011,3.951,-18464.3127,818.1742,-15775.4739,-3565.8347,58.8217,-18341.4856,878.2854,-15694.4415,-3584.4787,59.1493,-97.575,-12.1037,-3.7259,-85.6964,3.951,-1.167546089
1fq5,-10574.4061,-21036.531,-6650.2562,70.5144,-10471.3571,-20736.806,-6735.3678,72.674,-169.2702,-228.5983,-60.3401,5.9443,-28853.5879,-1350.1169,-21036.531,-6537.4545,70.5144,-28568.9166,-1233.0293,-20736.806,-6671.7552,72.674,-309.8786,-22.9178,-228.5983,-64.3068,5.9443,-1.276939024
1ftm,-9384.2129,-19139.082,-3346.0158,62.6005,-9334.7876,-18791.3721,-3429.9562,63.063,-56.0963,-211.5891,-61.1692,1.8553,-24070.874,-1696.1649,-19139.082,-3298.2276,62.6005,-23763.8863,-1649.5566,-18791.3721,-3386.0206,63.063,-270.901,-3.719,-211.5891,-57.4482,1.8553,-1.217677903
1fv0,-4419.0783,-8974.8582,-1574.8363,35.4895,-4394.0314,-8867.7652,-1596.6588,36.6482,-72.396,-53.7097,-82.7265,2.6579,-5978.0819,4514.2352,-8974.8582,-1552.9485,35.4895,-5853.9705,4559.404,-8867.7652,-1582.2575,36.6482,-131.9488,1.0278,-53.7097,-81.9248,2.6579,-1.068014528
1fzj,-15950.7475,-26793.1498,-4579.5554,94.8243,-15703.0571,-25961.6464,-4623.8685,96.977,-282.0543,-627.1179,-203.4655,6.8763,-32412.0788,-1184.155,-26793.1498,-4529.5983,94.8243,-31512.283,-1057.8609,-25961.6464,-4589.7528,96.977,-857.0372,-30.7603,-627.1179,-206.0353,6.8763,-1.255118437
1fzk,-15890.0884,-26736.8311,-4537.9754,96.4159,-15673.7259,-25895.9812,-4656.2057,98.6397,-325.9434,-634.362,-206.8604,6.7981,-34766.7664,-3636.6918,-26736.8311,-4489.6594,96.4159,-33929.575,-3512.5173,-25895.9812,-4619.7162,98.6397,-862.6178,-28.2408,-634.362,-206.8132,6.7981,-1.276939024
1fzm,-16209.4737,-26514.2495,-4433.0306,95.5724,-15885.1895,-25784.3907,-4547.169,98.4071,-370.4711,-560.0107,-111.9267,7.1954,-34449.4328,-3644.447,-26514.2495,-4386.3087,95.5724,-33703.744,-3502.6005,-25784.3907,-4515.1598,98.4071,-700.7919,-29.4357,-560.0107,-118.5409,7.1954,-1.224732197
1fzo,-15963.4641,-26796.562,-4444.0248,93.9379,-15882.3981,-25861.8432,-4506.8313,96.1043,-160.1067,-786.4346,-173.418,6.733,-32241.829,-1141.3788,-26796.562,-4397.826,93.9379,-31284.9305,-1049.8945,-25861.8432,-4469.2971,96.1043,-982.4835,-28.3951,-786.4346,-174.3868,6.733,-1.239357681
1fzq,-8223.1848,-11357.125,-2770.9157,46.8057,-7541.9821,-11802.8302,-2788.5392,47.1161,-742.7154,499.0408,-100.5635,3.0283,-15674.3386,-1620.0379,-11357.125,-2743.9814,46.8057,-16088.8433,-1571.9031,-11802.8302,-2761.2261,47.1161,393.9258,-5.9928,499.0408,-102.1505,3.0283,-1.218465822
1g1d,-9335.3024,-19471.4585,-2795.5366,59.4234,-9204.1465,-19412.2618,-2821.9256,59.7449,-179.2519,-47.7705,-36.1385,2.6838,-24701.7883,-2537.1504,-19471.4585,-2752.6029,59.4234,-24635.5466,-2503.6778,-19412.2618,-2779.3519,59.7449,-81.2495,-1.628,-47.7705,-34.5349,2.6838,-1.346973588
1g2k,-7159.9848,-14045.7376,-1887.8869,48.2668,-7099.7752,-13812.9429,-2000.5072,50.2153,-163.1085,-185.6554,-44.0462,4.6798,-17695.6417,-1831.1974,-14045.7376,-1866.9735,48.2668,-17472.673,-1733.6894,-13812.9429,-1976.256,50.2153,-241.1159,-12.3867,-185.6554,-47.7537,4.6798,-1.2446574
1g2l,-12197.1013,-19942.8238,-3951.8426,71.0629,-12116.4128,-19940.5487,-3961.9963,71.6878,-94.8128,70.3181,-81.4441,4.2555,-20032.9624,3746.0725,-19942.8238,-3907.274,71.0629,-19965.1204,3821.9907,-19940.5487,-3918.2502,71.6878,-17.6955,-10.4452,70.3181,-81.8238,4.2555,-1.187772724
